year,id,ballot,age,childs,sibs,degree,race,sex,region,income16,relig,marital,padeg,madeg,partyid,polviews,happy,partners,grass,zodiac,pres12,wtssall,income_rc,agegrp,ageq,siblings,kids,religion,bigregion,partners_rc,obama
2016,98,2,25,0,2,Bachelor,Black,Male,Middle Atlantic,$6 000 to 6 999,Protestant,Never Married,Graduate,Bachelor,"Ind,near Dem",Moderate,Very Happy,No Partners,Legal,Scorpio,NA,0.956993511490439,Gt $0,Age 18-35,Age 18-34,2,0,Protestant,Northeast,0,NA
2016,99,3,33,0,2,Graduate,Other,Male,Middle Atlantic,$35000 to 39999,None,Never Married,Bachelor,Bachelor,Independent,Slightly Liberal,Pretty Happy,No Partners,NA,Virgo,NA,0.4784967557452195,Gt $35000,Age 18-35,Age 18-34,2,0,None,Northeast,0,NA
2016,100,3,27,0,0,Bachelor,White,Male,Middle Atlantic,$170000 or over,None,Never Married,NA,Bachelor,"Ind,near Dem",Slightly Liberal,Pretty Happy,NA,Not Legal,Taurus,1,0.956993511490439,Gt $170000,Age 18-35,Age 18-34,0,0,None,Northeast,NA,1
2016,101,3,58,2,9,Bachelor,Black,Female,Middle Atlantic,$50000 to 59999,Protestant,Married,NA,Lt High School,Not Str Democrat,Moderate,Pretty Happy,1 Partner,Not Legal,Pisces,1,1.913987022980878,Gt $50000,Age 55-65,Age 49-62,6+,2,Protestant,Northeast,1,1
2016,102,2,66,4,2,High School,White,Female,Middle Atlantic,$110000 to $129999,Catholic,Married,High School,High School,"Ind,near Dem",Moderate,Pretty Happy,1 Partner,Legal,Pisces,1,0.956993511490439,Gt $110000,Age 65+,Age 62+,2,4+,Catholic,Northeast,1,1
2016,103,1,66,0,3,High School,White,Male,Middle Atlantic,$1 000 to 2 999,Catholic,Separated,High School,High School,"Ind,near Dem",Moderate,Pretty Happy,NA,NA,Aquarius,NA,0.4784967557452195,Gt $0,Age 65+,Age 62+,3,0,Catholic,Northeast,NA,NA
2016,104,3,89,2,3,High School,White,Female,Middle Atlantic,NA,Catholic,Widowed,Lt High School,Lt High School,"Ind,near Dem",Moderate,Pretty Happy,NA,Legal,Taurus,1,0.7821816814876192,NA,Age 65+,Age 62+,3,2,Catholic,Northeast,NA,1
2016,105,3,29,2,2,Junior College,Other,Female,Middle Atlantic,$60000 to 74999,Catholic,Married,NA,Junior College,"Ind,near Dem",Extremely Liberal,Pretty Happy,1 Partner,Legal,Sagittarius,1,1.4354902672356584,Gt $60000,Age 18-35,Age 18-34,2,2,Catholic,Northeast,1,1
2016,106,1,89,0,11,Lt High School,White,Female,Middle Atlantic,$12500 to 14999,Catholic,Never Married,Lt High School,Lt High School,Strong Democrat,Moderate,Pretty Happy,NA,NA,Cancer,NA,1.5643633629752385,Gt $10000,Age 65+,Age 62+,6+,0,Catholic,Northeast,NA,NA
2016,107,3,78,0,1,High School,White,Female,Middle Atlantic,$30000 to 34999,Catholic,Never Married,Lt High School,Lt High School,Not Str Democrat,Moderate,Pretty Happy,No Partners,Legal,Pisces,2,0.7821816814876192,Gt $30000,Age 65+,Age 62+,1,0,Catholic,Northeast,0,0
2016,108,1,52,3,6,High School,White,Female,Middle Atlantic,$10000 to 12499,Catholic,Never Married,NA,Lt High School,Strong Democrat,Slightly Liberal,Not Too Happy,NA,NA,Aquarius,1,0.7821816814876192,Gt $10000,Age 45-55,Age 49-62,6+,3,Catholic,Northeast,NA,1
2016,109,1,50,0,1,High School,White,Male,Middle Atlantic,$12500 to 14999,Catholic,Never Married,NA,Lt High School,Independent,Moderate,Pretty Happy,NA,NA,Pisces,NA,0.4784967557452195,Gt $10000,Age 45-55,Age 49-62,1,0,Catholic,Northeast,NA,NA
2016,110,3,25,1,1,Bachelor,White,Female,Middle Atlantic,$35000 to 39999,Protestant,Married,Bachelor,Junior College,Strong Republican,Conservative,Very Happy,1 Partner,Not Legal,Leo,NA,0.956993511490439,Gt $35000,Age 18-35,Age 18-34,1,1,Protestant,Northeast,1,NA
2016,111,1,37,2,3,Bachelor,White,Male,Middle Atlantic,$130000 to $149999,Catholic,Married,Bachelor,High School,"Ind,near Dem",Slightly Liberal,Pretty Happy,NA,NA,Taurus,NA,1.5643633629752385,Gt $130000,Age 35-45,Age 34-49,3,2,Catholic,Northeast,NA,NA
2016,112,3,54,2,2,Bachelor,White,Female,Middle Atlantic,NA,Jewish,Divorced,Bachelor,Bachelor,Not Str Democrat,Moderate,Very Happy,No Partners,Legal,Virgo,NA,1.4354902672356584,NA,Age 45-55,Age 49-62,2,2,Jewish,Northeast,0,NA
2016,113,1,52,3,6,Junior College,Other,Male,Middle Atlantic,NA,Moslem/Islam,Married,NA,Lt High School,Strong Democrat,Moderate,Pretty Happy,NA,NA,NA,NA,0.956993511490439,NA,Age 45-55,Age 49-62,6+,3,Other,Northeast,NA,NA
2016,114,2,48,0,8,High School,White,Male,Middle Atlantic,$170000 or over,Catholic,Married,Lt High School,Lt High School,Not Str Republican,Moderate,Pretty Happy,1 Partner,Not Legal,Sagittarius,2,0.956993511490439,Gt $170000,Age 45-55,Age 34-49,6+,0,Catholic,Northeast,1,0
2016,115,2,32,0,1,Graduate,Other,Female,Middle Atlantic,NA,Hinduism,Married,Graduate,Graduate,Not Str Democrat,Moderate,Very Happy,1 Partner,Not Legal,Capricorn,NA,0.956993511490439,NA,Age 18-35,Age 18-34,1,0,Other,Northeast,1,NA
2016,116,3,29,0,1,Bachelor,White,Female,Middle Atlantic,under $1 000,Protestant,Married,Junior College,Bachelor,Other Party,Liberal,Pretty Happy,1 Partner,Legal,Pisces,NA,0.4784967557452195,Gt $0,Age 18-35,Age 18-34,1,0,Protestant,Northeast,1,NA
2016,117,3,75,3,1,Bachelor,White,Female,Middle Atlantic,$110000 to $129999,Jewish,Married,High School,High School,Not Str Democrat,Slightly Liberal,Very Happy,1 Partner,Legal,Cancer,1,1.4354902672356584,Gt $110000,Age 65+,Age 62+,1,3,Jewish,Northeast,1,1
2016,118,2,59,0,4,Graduate,White,Female,Middle Atlantic,$170000 or over,Catholic,Married,Lt High School,Lt High School,"Ind,near Dem",Extremely Liberal,Very Happy,1 Partner,Legal,Capricorn,1,0.956993511490439,Gt $170000,Age 55-65,Age 49-62,4,0,Catholic,Northeast,1,1
2016,119,3,81,2,0,High School,White,Male,Middle Atlantic,$75000 to $89999,Jewish,Married,High School,High School,Not Str Democrat,Moderate,Very Happy,1 Partner,Legal,Aries,NA,1.5643633629752385,Gt $75000,Age 65+,Age 62+,0,2,Jewish,Northeast,1,NA
2016,120,2,69,3,2,High School,White,Female,Middle Atlantic,NA,Catholic,Married,Lt High School,Lt High School,Not Str Republican,Moderate,Pretty Happy,1 Partner,NA,Scorpio,NA,0.956993511490439,NA,Age 65+,Age 62+,2,3,Catholic,Northeast,1,NA
2016,121,1,55,2,4,Graduate,White,Female,Middle Atlantic,$170000 or over,Protestant,Married,NA,High School,Not Str Democrat,Slightly Liberal,Very Happy,NA,NA,Gemini,1,1.913987022980878,Gt $170000,Age 45-55,Age 49-62,4,2,Protestant,Northeast,NA,1
2016,122,3,52,0,9,High School,White,Female,Middle Atlantic,$75000 to $89999,Catholic,Never Married,NA,Lt High School,"Ind,near Rep",Moderate,Very Happy,1 Partner,Not Legal,Capricorn,NA,0.4784967557452195,Gt $75000,Age 45-55,Age 49-62,6+,0,Catholic,Northeast,1,NA
2016,123,3,33,1,3,Bachelor,White,Female,Middle Atlantic,NA,Catholic,Never Married,High School,High School,Other Party,Extremely Conservative,Pretty Happy,3 Partners,Legal,NA,1,0.4784967557452195,NA,Age 18-35,Age 18-34,3,1,Catholic,Northeast,3,1
2016,124,1,56,2,1,High School,White,Male,Middle Atlantic,$170000 or over,Catholic,Divorced,Lt High School,NA,Not Str Republican,Moderate,Pretty Happy,NA,NA,Gemini,NA,1.4354902672356584,Gt $170000,Age 55-65,Age 49-62,1,2,Catholic,Northeast,NA,NA
2016,125,2,71,2,1,Graduate,White,Male,Middle Atlantic,$90000 to $109999,None,Married,NA,High School,Independent,Slightly Conservative,Pretty Happy,1 Partner,Not Legal,Aries,1,0.956993511490439,Gt $90000,Age 65+,Age 62+,1,2,None,Northeast,1,1
2016,126,2,21,0,2,High School,White,Male,Middle Atlantic,$170000 or over,Catholic,Never Married,NA,Bachelor,Not Str Republican,Moderate,Very Happy,5-10 Partners,Not Legal,Sagittarius,NA,1.4354902672356584,Gt $170000,Age 18-35,Age 18-34,2,0,Catholic,Northeast,4+,NA
2016,127,1,49,3,2,High School,White,Female,Middle Atlantic,$130000 to $149999,Catholic,Married,High School,High School,Not Str Democrat,Moderate,Very Happy,NA,NA,Gemini,NA,0.956993511490439,Gt $130000,Age 45-55,Age 34-49,2,3,Catholic,Northeast,NA,NA
2016,128,3,26,0,1,Bachelor,White,Male,Middle Atlantic,$170000 or over,Protestant,Never Married,Bachelor,Bachelor,Not Str Republican,Slightly Conservative,Very Happy,1 Partner,Legal,Taurus,2,0.956993511490439,Gt $170000,Age 18-35,Age 18-34,1,0,Protestant,Northeast,1,0
2016,129,2,33,0,0,Bachelor,White,Female,Middle Atlantic,$60000 to 74999,Catholic,Never Married,Bachelor,Graduate,Strong Democrat,Liberal,Pretty Happy,No Partners,Not Legal,Cancer,1,0.4784967557452195,Gt $60000,Age 18-35,Age 18-34,0,0,Catholic,Northeast,0,1
2016,130,1,36,0,1,Graduate,White,Male,Middle Atlantic,$110000 to $129999,Catholic,Married,High School,High School,Not Str Republican,Slightly Conservative,Pretty Happy,NA,NA,Virgo,2,0.956993511490439,Gt $110000,Age 35-45,Age 34-49,1,0,Catholic,Northeast,NA,0
2016,131,2,68,0,11,High School,Black,Male,Middle Atlantic,$60000 to 74999,Protestant,Widowed,NA,Lt High School,Strong Democrat,Moderate,Pretty Happy,2 Partners,Legal,Libra,1,0.7821816814876192,Gt $60000,Age 65+,Age 62+,6+,0,Protestant,Northeast,2,1
2016,132,1,27,2,6,Junior College,Black,Female,Middle Atlantic,$60000 to 74999,Catholic,Never Married,NA,Junior College,Not Str Democrat,Conservative,Pretty Happy,NA,NA,Taurus,1,0.4784967557452195,Gt $60000,Age 18-35,Age 18-34,6+,2,Catholic,Northeast,NA,1
2016,133,3,60,1,5,High School,Black,Female,Middle Atlantic,$12500 to 14999,Christian,Never Married,High School,Junior College,Strong Democrat,Moderate,Pretty Happy,No Partners,Legal,Aries,1,0.4784967557452195,Gt $10000,Age 55-65,Age 49-62,5,1,Other,Northeast,0,1
2016,134,1,48,0,1,High School,White,Male,Middle Atlantic,$50000 to 59999,Jewish,Never Married,Bachelor,Junior College,Not Str Republican,Moderate,Very Happy,NA,NA,Pisces,1,0.4784967557452195,Gt $50000,Age 45-55,Age 34-49,1,0,Jewish,Northeast,NA,1
2016,135,3,47,3,8,High School,Black,Female,Middle Atlantic,$50000 to 59999,Protestant,Married,Lt High School,NA,"Ind,near Dem",Moderate,Not Too Happy,1 Partner,Legal,Pisces,1,1.4354902672356584,Gt $50000,Age 45-55,Age 34-49,6+,3,Protestant,Northeast,1,1
2016,136,1,36,0,5,Junior College,White,Female,Middle Atlantic,NA,Catholic,Never Married,Lt High School,High School,"Ind,near Dem",Slightly Liberal,Pretty Happy,NA,NA,Leo,1,0.7821816814876192,NA,Age 35-45,Age 34-49,5,0,Catholic,Northeast,NA,1
2016,137,2,89,2,4,High School,White,Female,Middle Atlantic,$15000 to 17499,Protestant,Widowed,NA,NA,Not Str Democrat,Moderate,Pretty Happy,NA,Not Legal,Aquarius,NA,0.4784967557452195,Gt $15000,Age 65+,Age 62+,4,2,Protestant,Northeast,NA,NA
2016,138,3,64,2,6,High School,White,Female,New England,$12500 to 14999,Protestant,Separated,Lt High School,NA,"Ind,near Rep",Conservative,Not Too Happy,No Partners,Legal,Cancer,NA,0.956993511490439,Gt $10000,Age 55-65,Age 62+,6+,2,Protestant,Northeast,0,NA
2016,139,1,38,0,4,Bachelor,White,Female,New England,$150000 to $169999,None,Never Married,Junior College,High School,Independent,Moderate,Very Happy,NA,NA,Libra,NA,0.956993511490439,Gt $150000,Age 35-45,Age 34-49,4,0,None,Northeast,NA,NA
2016,140,3,62,1,3,High School,White,Male,New England,$60000 to 74999,Catholic,Widowed,Lt High School,High School,Strong Republican,Slightly Conservative,Pretty Happy,No Partners,Legal,Cancer,NA,0.4784967557452195,Gt $60000,Age 55-65,Age 49-62,3,1,Catholic,Northeast,0,NA
2016,141,1,62,3,1,Bachelor,White,Female,New England,$90000 to $109999,Protestant,Married,Lt High School,High School,Not Str Republican,Conservative,Very Happy,NA,NA,Taurus,2,0.956993511490439,Gt $90000,Age 55-65,Age 49-62,1,3,Protestant,Northeast,NA,0
2016,142,3,65,5,2,Junior College,White,Female,New England,NA,Protestant,Married,High School,Junior College,Independent,Extremely Liberal,Very Happy,NA,NA,Cancer,NA,0.956993511490439,NA,Age 55-65,Age 62+,2,4+,Protestant,Northeast,NA,NA
2016,143,1,60,2,3,High School,White,Male,New England,NA,Catholic,Married,High School,High School,"Ind,near Rep",Slightly Conservative,Pretty Happy,NA,NA,Taurus,2,0.956993511490439,NA,Age 55-65,Age 49-62,3,2,Catholic,Northeast,NA,0
2016,144,3,47,1,1,Bachelor,White,Female,New England,$1 000 to 2 999,None,Divorced,NA,High School,"Ind,near Rep",Moderate,Pretty Happy,1 Partner,Not Legal,Aquarius,1,0.4784967557452195,Gt $0,Age 45-55,Age 34-49,1,1,None,Northeast,1,1
2016,145,2,62,0,2,Junior College,White,Male,New England,$60000 to 74999,None,Divorced,High School,High School,"Ind,near Rep",Extremely Conservative,Pretty Happy,No Partners,Legal,Capricorn,2,0.4784967557452195,Gt $60000,Age 55-65,Age 49-62,2,0,None,Northeast,0,0
2016,146,2,51,2,1,Bachelor,White,Female,Pacific,$170000 or over,Jewish,Married,Bachelor,Junior College,Strong Democrat,Liberal,Very Happy,1 Partner,Legal,Aries,1,1.5643633629752385,Gt $170000,Age 45-55,Age 49-62,1,2,Jewish,West,1,1
2016,147,3,43,2,2,Bachelor,White,Female,Pacific,$170000 or over,None,Married,Graduate,Bachelor,Not Str Democrat,Slightly Liberal,Pretty Happy,1 Partner,Legal,Leo,1,1.5643633629752385,Gt $170000,Age 35-45,Age 34-49,2,2,None,West,1,1
2016,148,2,47,2,4,High School,Other,Male,Pacific,$170000 or over,Buddhism,Married,Lt High School,Lt High School,"Ind,near Rep",Moderate,Pretty Happy,1 Partner,Legal,Scorpio,NA,0.956993511490439,Gt $170000,Age 45-55,Age 34-49,4,2,Other,West,1,NA
2016,149,2,57,1,3,High School,White,Female,Pacific,$60000 to 74999,Christian,Divorced,High School,High School,Independent,Slightly Conservative,Pretty Happy,No Partners,Not Legal,Sagittarius,2,0.4784967557452195,Gt $60000,Age 55-65,Age 49-62,3,1,Other,West,0,0
2016,150,1,30,0,1,Bachelor,White,Male,Pacific,$35000 to 39999,None,Never Married,Graduate,Graduate,"Ind,near Dem",Liberal,Pretty Happy,NA,NA,Taurus,1,0.956993511490439,Gt $35000,Age 18-35,Age 18-34,1,0,None,West,NA,1
2016,151,3,39,0,1,Graduate,White,Male,Pacific,$170000 or over,Protestant,Married,Graduate,Graduate,Strong Democrat,Liberal,Pretty Happy,1 Partner,Legal,Taurus,1,0.956993511490439,Gt $170000,Age 35-45,Age 34-49,1,0,Protestant,West,1,1
2016,152,2,37,0,5,Junior College,White,Female,Pacific,$40000 to 49999,None,Never Married,Junior College,High School,Independent,Slightly Liberal,Very Happy,NA,Legal,Aries,NA,0.7821816814876192,Gt $40000,Age 35-45,Age 34-49,5,0,None,West,NA,NA
2016,153,3,52,0,4,High School,Other,Female,Pacific,NA,Catholic,Married,NA,NA,Independent,NA,Very Happy,NA,NA,Taurus,NA,0.956993511490439,NA,Age 45-55,Age 49-62,4,0,Catholic,West,NA,NA
2016,154,1,61,0,3,Graduate,Other,Female,Pacific,$17500 to 19999,Catholic,Never Married,High School,High School,Not Str Democrat,Liberal,Not Too Happy,NA,NA,Pisces,1,0.4784967557452195,Gt $15000,Age 55-65,Age 49-62,3,0,Catholic,West,NA,1
2016,155,3,58,1,4,High School,White,Male,Pacific,$75000 to $89999,None,Married,High School,High School,"Ind,near Dem",Moderate,Pretty Happy,1 Partner,Legal,Virgo,3,1.4354902672356584,Gt $75000,Age 55-65,Age 49-62,4,1,None,West,1,0
2016,156,1,31,0,1,Junior College,White,Male,Pacific,$5 000 to 5 999,Catholic,Never Married,Graduate,Junior College,Not Str Democrat,Moderate,Very Happy,NA,NA,Taurus,1,0.956993511490439,Gt $0,Age 18-35,Age 18-34,1,0,Catholic,West,NA,1
2016,157,3,52,2,11,Bachelor,Other,Female,Pacific,$40000 to 49999,Buddhism,Married,Lt High School,Lt High School,Strong Democrat,Moderate,Pretty Happy,1 Partner,Not Legal,NA,1,0.956993511490439,Gt $40000,Age 45-55,Age 49-62,6+,2,Other,West,1,1
2016,158,1,46,2,6,Junior College,White,Female,Pacific,$40000 to 49999,Catholic,Married,Lt High School,Lt High School,Strong Democrat,Moderate,Very Happy,NA,NA,Aries,NA,0.956993511490439,Gt $40000,Age 45-55,Age 34-49,6+,2,Catholic,West,NA,NA
2016,159,2,25,1,2,High School,White,Female,Pacific,$110000 to $129999,Protestant,Married,Lt High School,Junior College,Not Str Republican,Moderate,Pretty Happy,2 Partners,Not Legal,Pisces,NA,2.3924837787260973,Gt $110000,Age 18-35,Age 18-34,2,1,Protestant,West,2,NA
2016,160,1,54,4,11,Lt High School,Other,Male,Pacific,$90000 to $109999,Catholic,Widowed,NA,NA,Independent,Liberal,Very Happy,NA,NA,Aries,NA,1.4354902672356584,Gt $90000,Age 45-55,Age 49-62,6+,4+,Catholic,West,NA,NA
2016,161,2,33,1,2,High School,Other,Female,Pacific,$50000 to 59999,Catholic,Divorced,High School,High School,"Ind,near Dem",Extremely Conservative,Very Happy,1 Partner,Not Legal,Cancer,NA,0.956993511490439,Gt $50000,Age 18-35,Age 18-34,2,1,Catholic,West,1,NA
2016,162,1,33,1,2,Graduate,Other,Male,Pacific,$75000 to $89999,Hinduism,Married,Bachelor,High School,Not Str Democrat,Slightly Liberal,Very Happy,NA,NA,Libra,NA,0.956993511490439,Gt $75000,Age 18-35,Age 18-34,2,1,Other,West,NA,NA
2016,163,3,61,2,1,High School,White,Female,Pacific,$12500 to 14999,Catholic,Divorced,NA,Lt High School,Not Str Democrat,Slightly Liberal,Not Too Happy,No Partners,Not Legal,Scorpio,1,0.4784967557452195,Gt $10000,Age 55-65,Age 49-62,1,2,Catholic,West,0,1
2016,164,1,65,4,13,NA,White,Female,Pacific,NA,Catholic,Widowed,Lt High School,Lt High School,Strong Democrat,Slightly Conservative,Pretty Happy,NA,NA,NA,1,1.4354902672356584,NA,Age 55-65,Age 62+,6+,4+,Catholic,West,NA,1
2016,165,2,53,0,4,High School,White,Female,Pacific,NA,Catholic,Never Married,Lt High School,Lt High School,Not Str Democrat,Conservative,Not Too Happy,NA,NA,Scorpio,1,1.4354902672356584,NA,Age 45-55,Age 49-62,4,0,Catholic,West,NA,1
2016,166,1,66,8,11,Lt High School,Other,Female,Pacific,NA,Protestant,Widowed,Lt High School,Lt High School,Strong Democrat,Extremely Conservative,Not Too Happy,NA,NA,Pisces,NA,1.4354902672356584,NA,Age 65+,Age 62+,6+,4+,Protestant,West,NA,NA
2016,167,3,41,2,2,High School,White,Female,Pacific,$7 000 to 7 999,None,Never Married,High School,High School,Not Str Democrat,Liberal,Not Too Happy,2 Partners,Legal,Libra,1,0.4784967557452195,Gt $0,Age 35-45,Age 34-49,2,2,None,West,2,1
2016,168,2,57,2,3,High School,White,Female,Pacific,$75000 to $89999,None,Divorced,High School,High School,"Ind,near Dem",Moderate,Pretty Happy,1 Partner,Legal,Scorpio,NA,0.956993511490439,Gt $75000,Age 55-65,Age 49-62,3,2,None,West,1,NA
2016,169,3,50,0,1,High School,Black,Male,Pacific,$75000 to $89999,Protestant,Never Married,Lt High School,High School,Strong Democrat,Moderate,Pretty Happy,3 Partners,Legal,Scorpio,1,0.4784967557452195,Gt $75000,Age 45-55,Age 49-62,1,0,Protestant,West,3,1
2016,170,3,75,4,5,High School,Black,Male,Pacific,NA,None,Married,Lt High School,NA,Strong Democrat,Slightly Conservative,Not Too Happy,NA,Not Legal,Libra,1,0.956993511490439,NA,Age 65+,Age 62+,5,4+,None,West,NA,1
2016,171,2,22,3,17,Lt High School,Black,Female,Pacific,$22500 to 24999,None,Never Married,High School,High School,Strong Democrat,Moderate,Not Too Happy,5-10 Partners,Legal,Taurus,NA,0.956993511490439,Gt $20000,Age 18-35,Age 18-34,6+,3,None,West,4+,NA
2016,172,3,27,0,1,Lt High School,White,Male,Pacific,$17500 to 19999,None,Never Married,Junior College,Bachelor,"Ind,near Dem",Slightly Liberal,Pretty Happy,2 Partners,Legal,Scorpio,NA,1.5643633629752385,Gt $15000,Age 18-35,Age 18-34,1,0,None,West,2,NA
2016,173,2,20,1,7,Lt High School,White,Female,Pacific,under $1 000,None,Separated,Lt High School,Lt High School,Independent,NA,Pretty Happy,1 Partner,NA,Capricorn,NA,0.4784967557452195,Gt $0,Age 18-35,Age 18-34,6+,1,None,West,1,NA
2016,174,3,55,0,1,Graduate,White,Male,Pacific,$90000 to $109999,None,Divorced,Bachelor,High School,Not Str Democrat,Moderate,Pretty Happy,"1 or More, # Unknown",Legal,Aquarius,1,0.4784967557452195,Gt $90000,Age 45-55,Age 49-62,1,0,None,West,NA,1
2016,175,2,49,1,10,High School,White,Female,Pacific,$30000 to 34999,None,Never Married,Junior College,Lt High School,Independent,Slightly Liberal,Not Too Happy,No Partners,NA,Capricorn,1,0.956993511490439,Gt $30000,Age 45-55,Age 34-49,6+,1,None,West,0,1
2016,176,1,51,1,1,High School,Other,Female,Pacific,$60000 to 74999,Catholic,Divorced,High School,High School,Independent,Moderate,Pretty Happy,NA,NA,Pisces,1,0.4784967557452195,Gt $60000,Age 45-55,Age 49-62,1,1,Catholic,West,NA,1
2016,177,1,56,5,3,Bachelor,White,Male,Pacific,$130000 to $149999,Catholic,Separated,Junior College,High School,Not Str Democrat,Extremely Liberal,Very Happy,NA,NA,Taurus,NA,1.4354902672356584,Gt $130000,Age 55-65,Age 49-62,3,4+,Catholic,West,NA,NA
2016,178,3,41,1,1,Graduate,Other,Female,Pacific,$170000 or over,Inter-Nondenominational,Married,Junior College,Junior College,Independent,Moderate,Pretty Happy,1 Partner,Legal,Aquarius,1,0.956993511490439,Gt $170000,Age 35-45,Age 34-49,1,1,Other,West,1,1
2016,179,3,67,4,4,High School,White,Male,Pacific,$40000 to 49999,Catholic,Divorced,High School,High School,Not Str Republican,Slightly Conservative,Pretty Happy,2 Partners,NA,Capricorn,NA,0.4784967557452195,Gt $40000,Age 65+,Age 62+,4,4+,Catholic,West,2,NA
2016,180,1,38,4,3,High School,Black,Female,Pacific,$10000 to 12499,None,Never Married,NA,High School,Strong Democrat,Moderate,Pretty Happy,NA,NA,Capricorn,1,0.4784967557452195,Gt $10000,Age 35-45,Age 34-49,3,4+,None,West,NA,1
2016,181,3,76,1,4,Graduate,Other,Female,Pacific,$35000 to 39999,Catholic,Widowed,Graduate,Graduate,Independent,Conservative,Not Too Happy,No Partners,Not Legal,Capricorn,5,0.4784967557452195,Gt $35000,Age 65+,Age 62+,4,1,Catholic,West,0,0
2016,182,1,66,1,2,Junior College,Black,Male,Pacific,$15000 to 17499,None,Divorced,NA,High School,Not Str Democrat,Liberal,Not Too Happy,NA,NA,Aquarius,NA,0.4784967557452195,Gt $15000,Age 65+,Age 62+,2,1,None,West,NA,NA
